,train_loss,train_acc,test_acc,num_feats,num_emb
32,2.138298735022545,0.9990234375,0.997,4862,768
33,2.2146748155355453,0.99658203125,0.998496475327291,4860,768
34,2.1932254880666733,0.9970703125,0.997496475327291,4832,768
35,2.15044766664505,0.99755859375,0.996992950654582,4734,768
36,2.10917529463768,0.9990234375,0.9969859013091642,4621,768
37,2.1232403069734573,0.9990234375,0.998992950654582,4522,768
38,2.111605182290077,0.998046875,0.999,4463,768
39,2.1050439178943634,0.99755859375,0.9984999999999999,4415,768
40,2.178910121321678,0.99658203125,0.9974859013091641,4354,768
41,2.1344105899333954,0.99609375,0.9979894259818731,4307,768
42,2.1922798678278923,0.99609375,0.995996475327291,4255,768
43,2.279513880610466,0.9921875,0.9979859013091641,4216,768
44,2.0371699184179306,0.99853515625,0.997,4169,765
45,2.108702316880226,0.998046875,0.9984929506545821,4138,758
46,2.1265112310647964,0.99658203125,0.9984929506545821,4106,744
47,2.114527940750122,0.99609375,0.9984929506545821,4069,735
48,2.025997467339039,0.99853515625,0.9975,4039,720
49,2.0719017013907433,0.9970703125,0.9989964753272911,4005,703
50,2.0266652330756187,0.998046875,0.9989964753272911,3976,697
51,2.0138751342892647,0.998046875,0.9979929506545822,3948,686
52,2.1391175612807274,0.9942610231164384,0.998992950654582,3920,678
53,1.966517612338066,0.99951171875,0.9975,3894,672
54,2.034347526729107,0.9981672731164384,0.9974859013091641,3861,668
55,1.960481733083725,0.99853515625,0.9984999999999999,3825,664
56,2.12167826294899,0.99755859375,0.9975,3797,655
57,2.03760789334774,0.9951171875,0.9974859013091641,3762,647
58,2.055117927491665,0.99560546875,0.997996475327291,3737,635
59,1.9996276870369911,0.99658203125,0.9969964753272911,3716,625
60,2.0619026571512222,0.9970703125,0.998,3687,621
61,1.9556010514497757,0.9971907106164384,0.9984999999999999,3665,617
62,2.0627558454871178,0.99658203125,0.997996475327291,3646,611
63,1.9537840113043785,0.99755859375,0.9974929506545821,3625,607
64,1.9705528989434242,0.9967024293664384,0.9989964753272911,3602,600
65,1.9352542012929916,0.99755859375,0.9964859013091641,3572,597
66,1.9296443089842796,0.9976789918664384,0.9979929506545822,3555,593
67,1.8649563416838646,0.9990234375,0.996,3538,585
68,2.0989037081599236,0.9942610231164384,0.9964788519637462,3516,582
69,1.8745806068181992,0.99853515625,0.998496475327291,3493,577
70,1.91489776968956,0.9970703125,0.9979894259818731,3479,570
71,1.8607906848192215,0.998046875,0.9975,3468,565
72,1.9913403987884521,0.99462890625,0.999496475327291,3456,555
73,1.8665166571736336,0.998046875,1.0,3427,546
74,1.8475553765892982,0.99755859375,0.9984929506545821,3412,536
75,1.851966105401516,0.99658203125,0.998496475327291,3396,533
76,1.8121354207396507,0.998046875,0.998,3387,526
77,1.906997837126255,0.99755859375,0.998496475327291,3370,515
78,1.7768654078245163,0.9990234375,0.999496475327291,3358,506
79,1.794220395386219,0.9990234375,0.998,3341,500
80,1.8983787968754768,0.99462890625,0.998496475327291,3324,493
81,1.764820046722889,0.99853515625,0.9974859013091641,3308,487
82,1.786328487098217,0.99853515625,0.9979894259818731,3295,483
83,1.8176179304718971,0.99658203125,0.9969964753272911,3278,478
84,1.9216657876968384,0.9931640625,0.998496475327291,3264,472
85,1.8614746257662773,0.99365234375,0.999,3252,470
86,1.7895505279302597,0.9970703125,1.0,3240,463
87,1.7388872802257538,0.998046875,0.9984894259818731,3231,457
88,1.8359262496232986,0.99560546875,0.9969859013091642,3223,453
89,1.8556086048483849,0.99755859375,0.9984999999999999,3213,451
90,1.7378153502941132,0.998046875,0.9984999999999999,3203,447
91,1.842929869890213,0.99658203125,0.9989964753272911,3195,438
92,1.7216309234499931,0.9990234375,0.9984999999999999,3189,431
93,1.730341225862503,0.99755859375,0.9979859013091641,3175,425
94,1.8699873983860016,0.99658203125,0.997996475327291,3164,418
95,1.7661913111805916,0.99853515625,0.9964929506545821,3149,412
96,1.7455625608563423,0.9970703125,0.999,3141,406
97,1.7848164215683937,0.99609375,0.999496475327291,3137,399
98,1.6440142542123795,0.9990234375,0.9964999999999999,3132,392
99,1.7008820921182632,0.9970703125,0.995496475327291,3127,388
